stock_id,stock_received_date,facility_name,drug_id,drug_name,quantity_received,supplier,batch_number,expiry_date,delivery_delay_days
GRN-20240506-2777,2024-05-06,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,884,Joint Medical Store,MKH627SQ,2025-12-03,4
GRN-20240506-2778,2024-05-06,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,938,Cipla Quality Chemicals,OLEY5WYD,2026-07-22,5
GRN-20240507-2779,2024-05-07,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3238,Quality Chemicals Industries,RBEOZAA8,2026-09-24,3
GRN-20240508-2780,2024-05-08,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1471,EMHS Uganda,U8RT2ALQ,2025-06-28,5
GRN-20240509-2781,2024-05-09,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1240,Joint Medical Store,4TLEL05A,2025-07-15,2
GRN-20240509-2782,2024-05-09,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,456,National Medical Stores,HPT7GKF0,2026-07-04,0
GRN-20240509-2783,2024-05-09,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1260,EMHS Uganda,R2CIBG11,2026-04-08,3
GRN-20240510-2784,2024-05-10,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1380,Joint Medical Store,EJAUL4E0,2026-03-21,3
GRN-20240510-2785,2024-05-10,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,698,Abacus Pharma,ZBC2FPIP,2025-06-12,7
GRN-20240510-2786,2024-05-10,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1515,Quality Chemicals Industries,AEZ6KFOS,2025-08-13,0
GRN-20240511-2787,2024-05-11,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1146,Abacus Pharma,73O3D11E,2026-02-28,7
GRN-20240512-2788,2024-05-12,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,854,EMHS Uganda,MD89DRNV,2026-07-20,7
GRN-20240512-2789,2024-05-12,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,270,Abacus Pharma,0NIO6OEX,2026-10-25,5
GRN-20240514-2790,2024-05-14,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,527,Joint Medical Store,V7TDZG8O,2025-07-06,2
GRN-20240517-2791,2024-05-17,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,2850,National Medical Stores,8H54Q9K1,2026-02-10,5
GRN-20240517-2792,2024-05-17,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,3097,Abacus Pharma,HQUATH1A,2026-09-30,3
GRN-20240518-2793,2024-05-18,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1259,EMHS Uganda,7OVU0F8B,2026-03-02,6
GRN-20240519-2794,2024-05-19,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,758,EMHS Uganda,X7EZUFV6,2026-11-02,1
GRN-20240520-2795,2024-05-20,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2170,Cipla Quality Chemicals,R5GSB2QO,2025-10-13,4
GRN-20240520-2796,2024-05-20,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,943,Abacus Pharma,L82LKB6Q,2025-09-02,5
GRN-20240521-2797,2024-05-21,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1011,Joint Medical Store,BMQV4RWQ,2026-09-29,0
GRN-20240522-2798,2024-05-22,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,633,Joint Medical Store,HFU3VSR3,2026-09-13,1
GRN-20240522-2799,2024-05-22,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2160,Cipla Quality Chemicals,OF1YIT6P,2025-12-14,6
GRN-20240522-2800,2024-05-22,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,454,Abacus Pharma,9EXHTD69,2026-04-03,7
GRN-20240522-2801,2024-05-22,Allan Galpin Health Center,D028,ORS Sachets,1494,Quality Chemicals Industries,CO7B6GCT,2026-09-03,7
GRN-20240524-2802,2024-05-24,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,795,Quality Chemicals Industries,S5SMTVHL,2026-06-08,1
GRN-20240525-2803,2024-05-25,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1036,Cipla Quality Chemicals,JZ26OEYR,2025-07-23,3
GRN-20240525-2804,2024-05-25,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,1014,EMHS Uganda,RHR3747L,2026-01-19,7
GRN-20240528-2805,2024-05-28,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1563,National Medical Stores,S0KO5VJP,2026-01-03,7
GRN-20240528-2806,2024-05-28,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1377,Quality Chemicals Industries,JBW3FJ2A,2026-06-19,6
GRN-20240529-2807,2024-05-29,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2109,Abacus Pharma,4GZG47OZ,2026-09-23,6
GRN-20240529-2808,2024-05-29,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1450,National Medical Stores,EOH5OQ0P,2026-08-24,3
GRN-20240529-2809,2024-05-29,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,521,Joint Medical Store,TCS9VQ8M,2026-11-04,7
GRN-20240530-2810,2024-05-30,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,491,Joint Medical Store,WBNG9IJZ,2026-10-28,2
GRN-20240530-2811,2024-05-30,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1889,Quality Chemicals Industries,COYEQ6Y7,2026-03-10,1
GRN-20240531-2812,2024-05-31,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,891,EMHS Uganda,89SFD121,2026-08-03,6
GRN-20240531-2813,2024-05-31,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,654,Joint Medical Store,X4ZEY4PT,2025-08-30,6
GRN-20240531-2814,2024-05-31,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,345,National Medical Stores,OHWMNIMU,2026-09-19,4
GRN-20240601-2815,2024-06-01,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,1121,EMHS Uganda,8WSFHGGN,2026-09-11,5
GRN-20240602-2816,2024-06-02,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,564,Quality Chemicals Industries,H8UEXFNH,2025-12-14,2
GRN-20240603-2817,2024-06-03,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,425,Joint Medical Store,TCF9ZNB2,2026-04-11,2
GRN-20240603-2818,2024-06-03,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1405,Quality Chemicals Industries,XHM8DHBB,2025-12-20,4
GRN-20240604-2819,2024-06-04,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1126,EMHS Uganda,1U2C42LD,2026-05-18,7
GRN-20240604-2820,2024-06-04,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,757,EMHS Uganda,XJVGVMDX,2025-10-23,2
GRN-20240604-2821,2024-06-04,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1782,EMHS Uganda,7IZSSHZ6,2025-07-09,3
GRN-20240605-2822,2024-06-05,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,859,Cipla Quality Chemicals,WFFFJJRZ,2025-10-14,1
GRN-20240606-2823,2024-06-06,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1497,Abacus Pharma,3ROTX34D,2026-05-28,7
GRN-20240606-2824,2024-06-06,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3647,Cipla Quality Chemicals,7P1HWPND,2026-11-21,3
GRN-20240606-2825,2024-06-06,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2814,National Medical Stores,W5ZGR95G,2025-06-26,5
GRN-20240608-2826,2024-06-08,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,1109,EMHS Uganda,98QFXBHZ,2025-09-12,1
GRN-20240608-2827,2024-06-08,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3102,Abacus Pharma,05R9LRK7,2025-08-06,5
GRN-20240610-2828,2024-06-10,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1078,EMHS Uganda,I48O5IQ8,2026-02-19,1
GRN-20240611-2829,2024-06-11,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,773,Abacus Pharma,O3QQ6ILO,2025-10-03,6
GRN-20240612-2830,2024-06-12,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,564,Joint Medical Store,IT2VPZ7Y,2026-04-30,3
GRN-20240614-2831,2024-06-14,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,420,National Medical Stores,O395ADRJ,2025-07-22,4
GRN-20240614-2832,2024-06-14,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1509,Abacus Pharma,VWD5DFSE,2026-03-26,3
GRN-20240615-2833,2024-06-15,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2803,National Medical Stores,PCG2YU19,2025-07-12,1
GRN-20240615-2834,2024-06-15,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,738,Quality Chemicals Industries,ICHEUGLJ,2025-09-30,3
GRN-20240617-2835,2024-06-17,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1761,EMHS Uganda,V4CZOQW1,2026-10-06,2
GRN-20240617-2836,2024-06-17,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1610,Joint Medical Store,WUXGY6P9,2026-08-02,0
GRN-20240617-2837,2024-06-17,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,919,Quality Chemicals Industries,QK0TKKXC,2025-06-18,4
GRN-20240618-2838,2024-06-18,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1112,Abacus Pharma,1UXMCTCC,2026-03-30,5
GRN-20240618-2839,2024-06-18,Allan Galpin Health Center,D028,ORS Sachets,1791,Cipla Quality Chemicals,AVJVIJND,2026-07-17,0
GRN-20240619-2840,2024-06-19,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1039,Abacus Pharma,JPAFANWW,2026-08-17,5
GRN-20240621-2841,2024-06-21,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,636,EMHS Uganda,E2PC869I,2026-05-22,7
GRN-20240622-2842,2024-06-22,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1829,Abacus Pharma,31ZU66RI,2025-10-02,1
GRN-20240622-2843,2024-06-22,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,604,National Medical Stores,X5NNNPIN,2025-08-30,7
GRN-20240622-2844,2024-06-22,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,952,Abacus Pharma,85GVMJWY,2026-09-11,3
GRN-20240622-2845,2024-06-22,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,1083,EMHS Uganda,G2BM0DYZ,2026-11-06,2
GRN-20240622-2846,2024-06-22,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1847,EMHS Uganda,RP083X8R,2025-11-27,3
GRN-20240622-2847,2024-06-22,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1779,Cipla Quality Chemicals,MILEB6M2,2026-06-13,5
GRN-20240624-2848,2024-06-24,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,709,Joint Medical Store,SBL5SX0L,2026-07-22,1
GRN-20240625-2849,2024-06-25,Allan Galpin Health Center,D021,Metformin 850mg Tablets,1582,Joint Medical Store,TZZVJGXE,2026-10-19,5
GRN-20240625-2850,2024-06-25,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,831,Joint Medical Store,GI7D8ZZ5,2026-06-08,2
GRN-20240626-2851,2024-06-26,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,545,Quality Chemicals Industries,Y7I1U2R7,2026-02-27,3
GRN-20240626-2852,2024-06-26,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,349,Joint Medical Store,NCQ88WJO,2026-07-27,1
GRN-20240628-2853,2024-06-28,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1876,Quality Chemicals Industries,FMNCJ7KN,2025-09-28,2
GRN-20240629-2854,2024-06-29,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1438,Abacus Pharma,8326RIHX,2026-07-04,6
GRN-20240629-2855,2024-06-29,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1066,Cipla Quality Chemicals,0CTOKNJ4,2026-02-08,5
GRN-20240701-2856,2024-07-01,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,587,EMHS Uganda,E2DX7J66,2025-11-09,5
GRN-20240701-2857,2024-07-01,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,354,Quality Chemicals Industries,RVDFDI3V,2026-08-09,3
GRN-20240703-2858,2024-07-03,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1467,Abacus Pharma,9Y3XLWBJ,2025-12-05,7
GRN-20240703-2859,2024-07-03,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3403,Cipla Quality Chemicals,ZNXOFRIV,2026-08-15,3
GRN-20240703-2860,2024-07-03,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,981,Quality Chemicals Industries,7EAD149G,2026-05-11,3
GRN-20240703-2861,2024-07-03,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1575,Cipla Quality Chemicals,CHF2ARF5,2026-12-13,3
GRN-20240703-2862,2024-07-03,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1260,Abacus Pharma,G2RKYPE8,2025-10-14,0
GRN-20240704-2863,2024-07-04,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,658,Joint Medical Store,6GZIX9LL,2026-02-24,1
GRN-20240704-2864,2024-07-04,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1535,Joint Medical Store,CSUS5FDZ,2026-04-02,1
GRN-20240706-2865,2024-07-06,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2803,Abacus Pharma,PJURIMFZ,2026-08-02,2
GRN-20240706-2866,2024-07-06,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1294,Cipla Quality Chemicals,7QOOIKLC,2025-09-19,3
GRN-20240709-2867,2024-07-09,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,551,National Medical Stores,8F0ZRY9Y,2026-02-03,6
GRN-20240709-2868,2024-07-09,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2875,Cipla Quality Chemicals,CLERTUET,2026-07-13,3
GRN-20240710-2869,2024-07-10,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,453,Quality Chemicals Industries,3MA3VT3K,2025-07-28,3
GRN-20240711-2870,2024-07-11,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1590,Cipla Quality Chemicals,VG0645EB,2026-09-30,6
GRN-20240711-2871,2024-07-11,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,582,Abacus Pharma,VJ0Z0VV6,2026-04-20,5
GRN-20240711-2872,2024-07-11,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,1073,EMHS Uganda,YRO21KD8,2025-08-21,4
GRN-20240712-2873,2024-07-12,Allan Galpin Health Center,D002,Artesunate Injection 60mg,785,National Medical Stores,VMC1CUOX,2026-12-24,4
GRN-20240712-2874,2024-07-12,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1036,Cipla Quality Chemicals,ZDMOG081,2025-09-13,7
GRN-20240713-2875,2024-07-13,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,907,National Medical Stores,Z4HZMNN1,2025-11-20,6
GRN-20240715-2876,2024-07-15,Allan Galpin Health Center,D028,ORS Sachets,1521,National Medical Stores,SO6AMMIF,2026-11-08,6
GRN-20240716-2877,2024-07-16,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,784,Cipla Quality Chemicals,4DRL4F5F,2026-08-30,7
GRN-20240716-2878,2024-07-16,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,575,Cipla Quality Chemicals,IM85KIPV,2025-08-15,6
GRN-20240717-2879,2024-07-17,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1763,Joint Medical Store,NGNENG5Z,2026-10-25,6
GRN-20240718-2880,2024-07-18,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1590,Cipla Quality Chemicals,KDWB4XQ4,2026-12-11,0
GRN-20240718-2881,2024-07-18,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1483,Cipla Quality Chemicals,VVQTFYYD,2026-01-30,7
GRN-20240718-2882,2024-07-18,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,2019,Joint Medical Store,L4I65ZHU,2026-01-16,5
GRN-20240718-2883,2024-07-18,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,528,Joint Medical Store,4RHOC94V,2026-08-04,7
GRN-20240719-2884,2024-07-19,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,548,EMHS Uganda,WDU8XOVT,2026-02-09,6
GRN-20240719-2885,2024-07-19,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1355,Cipla Quality Chemicals,ICM5I8B7,2025-10-13,2
GRN-20240721-2886,2024-07-21,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,768,Quality Chemicals Industries,OI67WUPA,2026-02-10,1
GRN-20240722-2887,2024-07-22,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,868,National Medical Stores,0ET8LM6Z,2026-05-09,3
GRN-20240722-2888,2024-07-22,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1184,Abacus Pharma,6I8MWQZH,2026-01-10,1
GRN-20240722-2889,2024-07-22,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,375,Joint Medical Store,ZEUS6AVO,2026-07-15,6
GRN-20240723-2890,2024-07-23,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,632,Abacus Pharma,68M3WXKP,2025-11-05,4
GRN-20240723-2891,2024-07-23,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,1013,Cipla Quality Chemicals,H9U3YDHQ,2025-10-28,2
GRN-20240724-2892,2024-07-24,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3386,Quality Chemicals Industries,E876IRJS,2026-09-12,0
GRN-20240724-2893,2024-07-24,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,2222,National Medical Stores,YAVH87C5,2026-01-29,2
GRN-20240726-2894,2024-07-26,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3830,Cipla Quality Chemicals,PXOY6CZU,2025-07-29,3
GRN-20240726-2895,2024-07-26,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,837,Quality Chemicals Industries,9XQ8V0RN,2026-12-18,2
GRN-20240727-2896,2024-07-27,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1215,National Medical Stores,RDQNFLXW,2026-05-18,7
GRN-20240728-2897,2024-07-28,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,1816,Quality Chemicals Industries,E9UVANZR,2026-12-06,1
GRN-20240729-2898,2024-07-29,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2446,Joint Medical Store,HAWU3JAL,2026-11-24,6
GRN-20240730-2899,2024-07-30,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1233,Cipla Quality Chemicals,JFI2TL37,2026-11-29,3
GRN-20240730-2900,2024-07-30,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,792,Quality Chemicals Industries,KCQAM5V6,2026-12-15,6
GRN-20240731-2901,2024-07-31,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1475,Quality Chemicals Industries,VKOCT24P,2025-12-18,6
GRN-20240731-2902,2024-07-31,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1224,Cipla Quality Chemicals,JRTF4848,2027-01-10,2
GRN-20240801-2903,2024-08-01,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1129,National Medical Stores,0C4Q7LGJ,2026-10-01,0
GRN-20240801-2904,2024-08-01,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1487,Cipla Quality Chemicals,HXSU51U5,2026-05-19,3
GRN-20240802-2905,2024-08-02,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1377,Quality Chemicals Industries,S7DKLTHS,2026-10-17,0
GRN-20240802-2906,2024-08-02,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1744,Abacus Pharma,ANIDT2UB,2025-08-04,3
GRN-20240802-2907,2024-08-02,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,521,EMHS Uganda,OU2Z8O3R,2026-09-06,4
GRN-20240804-2908,2024-08-04,Allan Galpin Health Center,D028,ORS Sachets,1565,Abacus Pharma,E8EPFE10,2026-06-28,6
GRN-20240805-2909,2024-08-05,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,522,National Medical Stores,QJKNYWGH,2026-03-04,0
GRN-20240805-2910,2024-08-05,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1397,Quality Chemicals Industries,9U9CO8XR,2025-11-14,0
GRN-20240805-2911,2024-08-05,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,902,EMHS Uganda,5FRTUKXS,2026-10-02,4
GRN-20240806-2912,2024-08-06,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,916,National Medical Stores,FCFCX6B9,2026-12-03,6
GRN-20240806-2913,2024-08-06,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,658,Abacus Pharma,ZDLXH5GU,2026-09-07,5
GRN-20240808-2914,2024-08-08,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,257,Joint Medical Store,RPY8OJ2D,2025-09-25,3
GRN-20240809-2915,2024-08-09,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,625,Cipla Quality Chemicals,PRZQJ342,2026-06-28,1
GRN-20240810-2916,2024-08-10,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,606,National Medical Stores,HOXKFZS7,2025-12-28,0
GRN-20240811-2917,2024-08-11,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,965,National Medical Stores,DG2ANMEG,2026-12-29,1
GRN-20240811-2918,2024-08-11,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1491,Quality Chemicals Industries,C987PHX0,2025-10-05,4
GRN-20240812-2919,2024-08-12,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,667,EMHS Uganda,CM9FIEKA,2026-06-30,3
GRN-20240812-2920,2024-08-12,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,1011,Abacus Pharma,5R8KN0D5,2026-05-22,1
GRN-20240814-2921,2024-08-14,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1504,National Medical Stores,M7K0Z3XM,2025-08-29,2
GRN-20240814-2922,2024-08-14,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1075,Cipla Quality Chemicals,PPBYT18W,2026-06-23,1
GRN-20240814-2923,2024-08-14,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1663,National Medical Stores,GWV7PB88,2026-10-26,2
GRN-20240816-2924,2024-08-16,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,530,National Medical Stores,JZH5K4VD,2026-07-25,2
GRN-20240816-2925,2024-08-16,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1234,Quality Chemicals Industries,JIOA997B,2025-08-17,4
GRN-20240817-2926,2024-08-17,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1801,National Medical Stores,M79CI80E,2026-04-04,4
GRN-20240818-2927,2024-08-18,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1325,EMHS Uganda,N4P957SZ,2026-05-22,2
GRN-20240821-2928,2024-08-21,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2305,Quality Chemicals Industries,XNZWOS4J,2026-09-11,4
GRN-20240822-2929,2024-08-22,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,992,Joint Medical Store,9IK0FGYP,2026-12-30,0
GRN-20240822-2930,2024-08-22,Allan Galpin Health Center,D028,ORS Sachets,1598,Joint Medical Store,FE86JLJ6,2026-09-15,2
GRN-20240823-2931,2024-08-23,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,649,Abacus Pharma,397T161W,2027-01-12,3
GRN-20240823-2932,2024-08-23,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2312,Abacus Pharma,9KG318P0,2026-05-01,0
GRN-20240823-2933,2024-08-23,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,585,Abacus Pharma,D4DIP03J,2025-09-28,3
GRN-20240824-2934,2024-08-24,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2107,Quality Chemicals Industries,PDBB56CB,2026-06-06,5
GRN-20240825-2935,2024-08-25,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2852,EMHS Uganda,2C53I1DJ,2027-01-27,3
GRN-20240825-2936,2024-08-25,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1634,Quality Chemicals Industries,OR5MYQ4P,2026-10-07,3
GRN-20240825-2937,2024-08-25,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1866,Quality Chemicals Industries,RIFDHGCD,2027-01-01,7
GRN-20240826-2938,2024-08-26,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,862,Quality Chemicals Industries,QOH9QASW,2026-12-26,6
GRN-20240826-2939,2024-08-26,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1434,Quality Chemicals Industries,N4UCXZTL,2026-02-26,3
GRN-20240827-2940,2024-08-27,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1242,National Medical Stores,M4QK8EF6,2025-10-18,6
GRN-20240827-2941,2024-08-27,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,579,Abacus Pharma,397O2JDF,2026-04-20,5
GRN-20240827-2942,2024-08-27,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,368,Abacus Pharma,HP9QS1AX,2025-11-08,5
GRN-20240828-2943,2024-08-28,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4610,Cipla Quality Chemicals,7F5AB9WA,2025-12-16,2
GRN-20240831-2944,2024-08-31,Allan Galpin Health Center,D002,Artesunate Injection 60mg,949,Joint Medical Store,PY1CJ55Q,2027-01-04,2
GRN-20240831-2945,2024-08-31,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,738,Abacus Pharma,X4K2U1WV,2026-07-14,5
GRN-20240901-2946,2024-09-01,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1185,EMHS Uganda,J99R95YN,2027-01-17,7
GRN-20240901-2947,2024-09-01,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,613,National Medical Stores,1TIARCSG,2026-09-25,7
GRN-20240901-2948,2024-09-01,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1415,Joint Medical Store,FO4V9203,2026-01-16,4
GRN-20240901-2949,2024-09-01,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,640,Cipla Quality Chemicals,09A78ESB,2026-03-01,6
GRN-20240902-2950,2024-09-02,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2271,Quality Chemicals Industries,ZRPMBKR9,2026-09-06,1
GRN-20240902-2951,2024-09-02,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1324,Cipla Quality Chemicals,X133EKJA,2026-06-06,3
GRN-20240903-2952,2024-09-03,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1141,Joint Medical Store,HP0L4QGW,2027-01-29,2
