drug_id,drug_name,manufacturer_country,license_holder,distribution_region,facility_type,initial_stock_units,stock_received_date,reorder_level,average_monthly_demand,delivery_frequency_days,lead_time_days,supplier_reliability_score,region_disease_outbreaks,season,transport_accessibility_score,power_stability_index,staff_availability_index,data_record_quality,storage_temperature,storage_humidity,FEFO_policy_implemented,warehouse_capacity_utilization,storage_condition_rating,stockout_occurred,expiry_rate_percent,forecast_error_percent,financial_loss_due_to_expiry_usd,delivery_delay_days,predicted_stockout_probability,expiry_risk_category,data_source
NDA/ARV/HHP/23940,Artemether-Lumefantrine,India,Ngoma Distributors,Central,Clinic,760.0,2023-04-22,209,4267,49,19,0.655,0,Rainy,0.64,0.778,0.853,High,21.9,42.4,1,0.177,Excellent,0,3.48,13.7,73.39,2,0.366,Low,Field Survey
NDA/ARV/HHP/23941,Amoxicillin Capsules,Netherlands,Pharma Mart Ltd,Central,Hospital,2256.0,2024-01-01,308,8268,12,16,0.919,0,Dry,0.681,0.766,0.482,Poor,24.2,48.3,1,0.46,Excellent,1,4.08,33.9,74.08,1,0.353,Low,Scopus Research
NDA/MAL/HHP/23942,Tenofovir-Lamivudine-Dolutegravir,India,Acme Pharma Ltd,Central,Hospital,5744.0,2025-11-24,771,1937,90,14,0.894,0,Rainy,0.666,0.797,0.866,High,28.5,49.0,1,0.543,Fair,0,4.22,10.44,4311.18,1,0.272,Low,Field Survey
NDA/CHR/HHP/23943,Amlodipine Tablets,Kenya,Royal Pharma 2011 Ltd,Northern,Clinic,479.0,2025-01-05,125,2088,45,18,0.751,0,Dry,0.204,0.444,0.623,Moderate,30.7,46.0,0,0.554,Fair,0,10.68,14.71,80.42,3,0.464,Medium,Simulated System Logs
NDA/ANL/HHP/23944,Amoxicillin Capsules,Spain,Acme Pharma Ltd,Northern,Clinic,1000.0,2025-06-21,148,3953,27,15,0.63,1,Dry,0.45,0.412,0.838,High,23.3,68.3,0,0.601,Excellent,1,6.96,0.76,134.11,6,0.536,Medium,Field Survey
NDA/CHR/HHP/23945,Artemether-Lumefantrine,China,Crown Pharmaceuticals,Western,Hospital,3811.0,2025-03-03,800,382,75,13,0.658,0,Rainy,0.702,0.602,0.643,Moderate,17.9,47.8,0,0.518,Excellent,1,2.35,19.46,1002.85,4,0.38,Low,Field Survey
NDA/ARV/HHP/23946,Doxycycline Capsules,Kenya,Royal Pharma 2011 Ltd,Central,Pharmacy,672.0,2025-10-15,123,2058,40,15,0.694,0,Rainy,0.637,0.807,0.524,Moderate,23.4,57.4,1,0.396,Excellent,0,2.4,12.22,25.68,1,0.388,Low,Simulated System Logs
NDA/CHR/HHP/23947,Co-trimoxazole Tablets,Netherlands,Ngoma Distributors,Central,Hospital,5964.0,2022-09-18,1752,120,80,17,0.825,0,Rainy,1.0,0.965,0.721,Moderate,27.3,57.3,1,0.502,Fair,0,4.71,14.15,1132.08,0,0.246,Low,Field Survey
NDA/ANL/HHP/23948,Omeprazole Capsules,India,MedPlus Uganda,Western,Health Centre IV,2344.0,2022-07-05,576,5147,60,19,0.954,0,Dry,0.481,0.721,0.769,High,22.6,79.3,1,0.116,Fair,0,1.68,10.28,157.76,0,0.264,Low,Simulated System Logs
NDA/MAL/HHP/23949,Artemether-Lumefantrine,China,MedPlus Uganda,Western,Warehouse,7156.0,2024-10-28,1278,341,47,12,0.858,0,Rainy,0.469,0.625,0.488,Poor,29.3,76.1,0,0.724,Poor,1,9.65,35.39,3156.28,2,0.415,Medium,Simulated System Logs
NDA/ABX/HHP/23950,Ceftriaxone Injection,India,Ngoma Distributors,Central,Warehouse,8551.0,2025-03-02,1041,1533,7,7,0.93,0,Rainy,0.858,0.735,0.672,Moderate,28.4,90.7,1,0.387,Poor,0,4.87,15.47,1185.03,0,0.244,Low,Field Survey
NDA/MAL/HHP/23951,Metformin Tablets,China,Royal Pharma 2011 Ltd,Central,Hospital,2156.0,2025-10-15,463,1406,34,3,0.702,0,Rainy,0.791,0.643,0.796,High,18.4,69.6,1,0.185,Excellent,0,2.64,9.31,138.99,0,0.233,Low,Simulated System Logs
NDA/ABX/HHP/23952,Amoxicillin Capsules,India,MedPlus Uganda,Northern,Clinic,1259.0,2023-01-01,171,4566,55,19,0.638,0,Dry,0.613,0.487,0.923,,31.8,48.7,1,0.61,Fair,1,10.82,0.0,261.5,4,0.343,Medium,Simulated System Logs
NDA/MAL/HHP/23953,Azithromycin Tablets,Spain,Pharma Mart Ltd,Western,Hospital,5049.0,2024-12-01,1355,4982,16,20,0.844,0,Dry,0.606,0.577,0.943,High,20.0,95.0,1,0.34,Fair,0,6.83,7.37,204.56,1,0.275,Medium,Simulated System Logs
NDA/ABX/HHP/23954,Doxycycline Capsules,Kenya,Crown Pharmaceuticals,Central,Clinic,350.0,2022-05-23,90,1812,55,8,0.584,0,Rainy,0.916,0.797,0.624,Moderate,25.1,58.4,1,0.651,Fair,0,3.52,24.03,6.41,0,0.36,Low,Simulated System Logs
NDA/ABX/HHP/23955,Ceftriaxone Injection,Malaysia,Crown Pharmaceuticals,Central,Health Centre IV,3927.0,2025-11-04,515,906,23,15,0.639,0,Rainy,0.661,0.7,0.786,High,18.5,63.9,1,0.395,Excellent,1,4.67,2.97,633.7,6,0.29,Low,Scopus Research
NDA/MAL/HHP/23956,Co-trimoxazole Tablets,Malaysia,Acme Pharma Ltd,Central,Warehouse,7916.0,2025-02-02,1091,1461,74,21,0.726,1,Dry,0.713,0.776,0.712,Moderate,19.0,56.3,1,0.252,Excellent,1,4.74,20.34,1198.29,1,0.532,Low,Simulated System Logs
NDA/ARV/HHP/23957,Ceftriaxone Injection,China,MedPlus Uganda,Eastern,Clinic,1322.0,2022-01-08,301,6009,29,22,0.66,0,Dry,0.505,0.463,0.854,High,21.4,57.7,1,0.49,Excellent,0,5.62,12.74,124.2,3,0.43,Medium,Simulated System Logs
NDA/CHR/HHP/23958,Amlodipine Tablets,India,HealthLink Ltd,Central,Warehouse,9541.0,2024-09-22,2588,1108,26,29,0.449,0,Rainy,0.568,0.689,0.727,Moderate,22.4,63.7,1,0.731,Excellent,0,3.68,13.08,327.87,7,0.575,Low,Field Survey
NDA/CHR/HHP/23959,Amlodipine Tablets,China,Ngoma Distributors,Central,Clinic,869.0,2022-06-06,176,2128,34,23,0.643,0,Dry,0.755,1.0,0.62,Moderate,26.0,67.5,1,0.704,Fair,0,3.25,27.81,29.85,3,0.468,Low,Simulated System Logs
NDA/MAL/HHP/23960,Artemether-Lumefantrine,Kenya,HealthLink Ltd,Central,Hospital,4054.0,2024-06-25,1033,1453,51,22,0.539,0,Dry,0.712,0.798,0.532,Moderate,23.8,38.1,1,0.691,Excellent,0,2.44,14.73,1814.95,4,0.487,Low,Field Survey
NDA/MAL/HHP/23961,Doxycycline Capsules,India,Pharma Mart Ltd,Western,Warehouse,9445.0,2023-06-07,1707,1023,41,18,0.687,0,Dry,0.682,0.682,0.785,High,24.2,48.7,1,0.279,Excellent,0,1.27,9.69,158.69,2,0.343,Low,Simulated System Logs
NDA/ABX/HHP/23962,Omeprazole Capsules,Malaysia,MedPlus Uganda,Western,Pharmacy,1690.0,2025-01-14,355,3594,33,11,0.65,0,Dry,0.393,0.455,0.897,High,30.4,50.7,1,0.695,Fair,1,12.68,6.83,809.33,2,0.332,Medium,Simulated System Logs
NDA/ABX/HHP/23963,Tenofovir-Lamivudine-Dolutegravir,Malaysia,Acme Pharma Ltd,Central,Health Centre IV,3479.0,2022-08-04,999,4137,77,13,0.762,0,Dry,0.836,0.939,0.716,Moderate,18.9,66.9,0,0.387,Excellent,1,6.16,18.49,2868.55,3,0.316,Medium,Field Survey
NDA/ANL/HHP/23964,Amlodipine Tablets,Spain,HealthLink Ltd,Eastern,Warehouse,8061.0,2025-09-29,2377,89,61,22,0.529,0,Rainy,0.628,0.358,0.676,Moderate,14.0,68.4,1,0.62,Excellent,1,5.04,19.66,720.02,5,0.505,Medium,Simulated System Logs
NDA/ARV/HHP/23965,Azithromycin Tablets,China,Acme Pharma Ltd,Eastern,Health Centre IV,1737.0,2022-07-01,453,5881,83,23,0.563,0,Dry,0.405,0.588,0.961,Moderate,19.5,63.4,1,0.387,Excellent,0,7.07,15.16,81.95,7,0.486,Medium,Field Survey
NDA/CHR/HHP/23966,Omeprazole Capsules,India,Crown Pharmaceuticals,Central,Hospital,6400.0,2025-09-04,658,5473,71,18,0.781,0,Rainy,0.581,0.769,0.671,Moderate,22.6,62.0,1,0.388,Excellent,1,3.25,22.92,565.91,4,0.265,Low,Scopus Research
NDA/ABX/HHP/23967,Amoxicillin Capsules,India,Ngoma Distributors,Central,Health Centre IV,4254.0,2024-10-17,688,3485,78,11,0.637,0,Rainy,0.877,0.803,0.757,High,16.3,70.5,1,0.448,Fair,1,5.23,8.78,118.2,1,0.28,Medium,Scopus Research
NDA/MAL/HHP/23968,Ceftriaxone Injection,Spain,Crown Pharmaceuticals,Eastern,Warehouse,9807.0,2025-06-01,1233,1734,19,24,0.598,0,Dry,0.424,0.407,1.0,High,28.4,72.6,1,0.23,Poor,0,6.05,3.7,1976.79,2,0.423,Medium,Field Survey
NDA/ARV/HHP/23969,Co-trimoxazole Tablets,Uganda,Crown Pharmaceuticals,Central,Hospital,3862.0,2022-10-25,389,477,58,18,0.892,0,Rainy,0.846,0.77,0.49,Poor,21.6,44.7,1,0.056,Excellent,0,2.1,34.44,149.21,5,0.359,Low,Simulated System Logs
NDA/ANL/HHP/23970,Ibuprofen Tablets,India,Abacus Pharma (Africa),Northern,Pharmacy,1160.0,2023-04-04,184,7696,65,25,0.962,0,Rainy,0.231,0.446,0.676,Moderate,18.7,49.9,1,0.662,Excellent,0,8.63,22.2,6.09,1,0.426,Medium,Field Survey
NDA/MAL/HHP/23971,Tenofovir-Lamivudine-Dolutegravir,China,Pharma Mart Ltd,Central,Clinic,1066.0,2025-07-20,166,1808,88,9,0.741,0,Dry,0.802,0.746,0.923,High,21.9,47.9,0,0.553,Excellent,0,3.3,10.92,265.73,0,0.263,Low,Field Survey
NDA/CHR/HHP/23972,Omeprazole Capsules,India,Pharma Mart Ltd,Eastern,Health Centre IV,4229.0,2024-02-04,647,235,35,17,0.644,0,Dry,0.45,0.24,0.712,Moderate,23.4,72.3,1,0.323,Fair,0,10.74,13.76,2043.75,5,0.429,Medium,Simulated System Logs
NDA/CHR/HHP/23973,Tenofovir-Lamivudine-Dolutegravir,India,Royal Pharma 2011 Ltd,Central,Clinic,1281.0,2022-03-08,277,4828,31,18,0.997,1,Rainy,0.698,0.923,1.0,High,25.5,61.8,0,0.269,Fair,0,0.59,4.42,97.8,2,0.222,Low,Scopus Research
NDA/ABX/HHP/23974,Artemether-Lumefantrine,China,Acme Pharma Ltd,Central,Clinic,338.0,2023-12-22,48,5556,44,20,0.696,0,Dry,0.644,0.84,0.681,Moderate,27.1,77.7,1,0.515,Poor,0,6.63,19.62,433.68,0,0.375,Medium,Scopus Research
NDA/ARV/HHP/23975,Omeprazole Capsules,China,Ngoma Distributors,Central,Hospital,6711.0,2024-06-05,1298,8216,24,14,0.579,0,Dry,0.663,0.959,0.567,Moderate,22.1,55.3,1,0.417,Excellent,1,1.35,13.47,341.26,7,0.429,Low,Scopus Research
NDA/CHR/HHP/23976,Artemether-Lumefantrine,Kenya,Royal Pharma 2011 Ltd,Central,Clinic,1431.0,2023-07-23,327,236,69,23,0.975,0,Dry,0.708,0.93,0.329,Poor,24.7,44.7,1,0.239,Excellent,0,0.0,39.98,0.0,1,0.426,Low,Scopus Research
NDA/ANL/HHP/23977,Amoxicillin Capsules,Netherlands,Abacus Pharma (Africa),Central,Hospital,6528.0,2022-11-19,1847,1173,85,16,0.804,0,Rainy,0.695,0.801,0.458,Poor,19.1,40.6,0,0.604,Excellent,0,6.31,23.07,470.49,0,0.397,Medium,Simulated System Logs
NDA/ABX/HHP/23978,Amlodipine Tablets,Kenya,Acme Pharma Ltd,Western,Pharmacy,2661.0,2025-04-19,685,5507,30,24,0.881,0,Rainy,0.482,0.815,0.788,High,24.2,55.8,1,0.193,Excellent,0,4.46,15.49,276.66,2,0.28,Low,Simulated System Logs
NDA/ANL/HHP/23979,Doxycycline Capsules,India,Acme Pharma Ltd,Central,Hospital,3349.0,2025-06-18,913,8219,10,16,0.886,0,Dry,0.956,0.884,0.38,Poor,18.2,56.8,0,0.842,Excellent,0,2.76,40.31,103.06,0,0.422,Low,Scopus Research
NDA/ABX/HHP/23980,Amoxicillin Capsules,China,Abacus Pharma (Africa),Western,Health Centre IV,3493.0,2022-06-25,657,3196,50,11,0.778,0,Dry,0.694,0.559,0.565,Moderate,20.1,54.2,0,0.549,Excellent,1,5.08,16.92,170.96,2,0.342,Medium,Field Survey
NDA/CHR/HHP/23981,Amoxicillin Capsules,India,HealthLink Ltd,Central,Pharmacy,1320.0,2025-06-13,255,168,17,14,0.527,0,Dry,0.832,0.631,0.899,High,21.3,57.2,1,0.348,Excellent,0,5.21,8.8,35.36,2,0.349,Medium,Scopus Research
NDA/ARV/HHP/23982,Artemether-Lumefantrine,Kenya,Royal Pharma 2011 Ltd,Central,Clinic,1481.0,2023-09-28,433,550,80,13,0.641,0,Rainy,0.743,0.921,0.737,Moderate,17.1,67.3,0,0.299,Excellent,1,1.3,19.45,24.81,2,0.346,Low,Simulated System Logs
NDA/CHR/HHP/23983,Paracetamol Tablets,Uganda,Abacus Pharma (Africa),Central,Clinic,981.0,2025-06-12,271,2053,77,21,0.557,0,Dry,0.885,0.782,0.95,High,30.7,74.1,0,0.777,Poor,1,11.43,5.78,37.35,6,0.356,Medium,Scopus Research
NDA/CHR/HHP/23984,Doxycycline Capsules,Malaysia,Royal Pharma 2011 Ltd,Northern,Hospital,3669.0,2024-06-27,824,1256,43,28,0.824,0,Dry,0.426,0.372,0.522,Moderate,23.6,79.3,1,0.444,Fair,1,1.19,21.91,62.08,2,0.412,Low,Simulated System Logs
NDA/ARV/HHP/23985,Ceftriaxone Injection,Kenya,Abacus Pharma (Africa),Central,Hospital,4252.0,2023-12-13,931,2606,32,20,0.636,0,Dry,0.718,0.777,0.385,Poor,15.1,47.1,0,0.244,Excellent,0,3.82,42.08,258.32,1,0.499,Low,Simulated System Logs
NDA/ARV/HHP/23986,Ceftriaxone Injection,Uganda,Acme Pharma Ltd,Eastern,Health Centre IV,1391.0,2022-02-16,382,5848,79,18,0.822,0,Dry,0.354,0.326,0.619,Moderate,20.3,73.1,1,0.588,Fair,0,4.99,20.04,315.46,1,0.421,Low,Field Survey
NDA/MAL/HHP/23987,Azithromycin Tablets,China,Acme Pharma Ltd,Western,Hospital,6632.0,2025-07-14,1084,556,70,14,0.363,0,Dry,0.615,0.466,0.507,Moderate,21.1,59.7,1,0.318,Excellent,0,5.61,15.89,187.9,5,0.484,Medium,Simulated System Logs
NDA/MAL/HHP/23988,Metformin Tablets,India,Royal Pharma 2011 Ltd,Northern,Pharmacy,818.0,2025-03-06,95,1389,7,20,0.613,0,Rainy,0.568,0.233,0.487,Poor,26.4,51.4,1,0.32,Fair,0,3.25,31.7,117.38,1,0.582,Low,Field Survey
NDA/ARV/HHP/23989,Artemether-Lumefantrine,India,Ngoma Distributors,Central,Clinic,682.0,2022-02-05,127,1819,77,6,0.822,0,Dry,0.857,0.745,0.805,High,19.6,46.4,1,0.474,Excellent,0,6.56,12.47,425.67,1,0.136,Medium,Field Survey
NDA/ANL/HHP/23990,Tenofovir-Lamivudine-Dolutegravir,Kenya,MedPlus Uganda,Eastern,Warehouse,8338.0,2023-09-11,1458,1259,84,14,0.837,0,Rainy,0.565,0.554,0.669,Moderate,26.3,59.7,1,0.698,Fair,0,6.77,21.61,3289.79,1,0.39,Medium,Simulated System Logs
NDA/ARV/HHP/23991,Paracetamol Tablets,China,Ngoma Distributors,Central,Health Centre IV,4395.0,2024-07-10,899,7722,32,11,0.841,0,Dry,0.766,0.921,0.593,Moderate,20.2,68.6,1,0.242,Excellent,0,1.23,15.31,21.69,1,0.254,Low,Scopus Research
NDA/CHR/HHP/23992,Paracetamol Tablets,India,Ngoma Distributors,Central,Clinic,187.0,2022-08-26,46,508,81,12,0.745,0,Dry,0.664,0.74,0.538,Moderate,19.6,62.8,0,0.327,Excellent,1,1.82,21.82,0.6,0,0.333,Low,Simulated System Logs
NDA/CHR/HHP/23993,Ibuprofen Tablets,Malaysia,Ngoma Distributors,Eastern,Hospital,2828.0,2022-08-19,619,6186,40,15,0.813,0,Dry,0.585,0.457,0.769,High,22.3,53.0,1,0.671,Excellent,0,7.07,10.91,92.16,0,0.288,Medium,Simulated System Logs
NDA/MAL/HHP/23994,Ibuprofen Tablets,Netherlands,Ngoma Distributors,Central,Health Centre IV,3201.0,2022-06-27,871,7686,13,28,0.806,0,Dry,0.453,0.776,0.629,Moderate,30.0,60.3,1,0.489,Fair,1,9.77,14.61,110.9,0,0.437,Medium,Scopus Research
NDA/CHR/HHP/23995,Ceftriaxone Injection,Kenya,Abacus Pharma (Africa),Central,Clinic,177.0,2024-08-14,21,1602,10,16,0.878,0,Dry,0.643,0.694,0.832,High,22.1,48.4,0,0.467,Excellent,0,5.16,8.92,16.45,0,0.222,Medium,Simulated System Logs
NDA/CHR/HHP/23996,Ceftriaxone Injection,Malaysia,Acme Pharma Ltd,Central,Clinic,467.0,2024-08-18,95,3706,65,20,0.664,0,Dry,0.875,0.639,0.747,Moderate,22.5,49.0,0,0.067,Excellent,1,5.48,17.3,113.56,4,0.333,Medium,Simulated System Logs
NDA/MAL/HHP/23997,Tenofovir-Lamivudine-Dolutegravir,India,MedPlus Uganda,Central,Health Centre IV,3867.0,2024-04-03,529,7785,38,15,0.762,0,Rainy,0.765,0.804,0.894,Moderate,31.2,91.5,1,0.39,Poor,0,5.14,14.6,1323.57,3,0.329,Medium,Simulated System Logs
NDA/ARV/HHP/23998,Ceftriaxone Injection,Spain,Ngoma Distributors,Eastern,Hospital,3663.0,2022-01-28,457,1101,47,19,0.606,0,Dry,0.543,0.42,0.514,Moderate,22.4,60.0,1,0.539,Excellent,1,1.68,26.35,258.16,0,0.53,Low,Scopus Research
NDA/MAL/HHP/23999,Ibuprofen Tablets,Spain,Abacus Pharma (Africa),Northern,Clinic,1120.0,2022-06-16,283,2913,10,30,0.376,0,Dry,0.488,0.483,0.582,Moderate,20.2,48.9,0,0.324,Excellent,0,6.36,24.55,34.51,9,0.639,Medium,Scopus Research
NDA/ARV/HHP/24000,Doxycycline Capsules,India,Abacus Pharma (Africa),Northern,Health Centre IV,3597.0,2025-09-26,368,9911,77,22,0.796,1,Rainy,0.499,0.543,0.79,High,25.2,70.6,1,0.553,Poor,0,5.94,8.01,356.68,0,0.498,Medium,Simulated System Logs
NDA/CHR/HHP/24001,Ibuprofen Tablets,Kenya,Ngoma Distributors,Western,Hospital,4681.0,2023-07-03,698,3709,60,16,0.51,0,Dry,0.436,0.485,0.458,Poor,18.5,42.3,1,0.039,Excellent,0,2.76,28.46,34.32,3,0.569,Low,Field Survey
NDA/MAL/HHP/24002,Co-trimoxazole Tablets,China,Crown Pharmaceuticals,Western,Warehouse,7727.0,2025-03-12,2178,1500,89,14,0.777,0,Rainy,0.605,0.613,0.799,High,24.3,58.1,1,0.568,Excellent,0,6.51,15.54,1650.83,1,0.333,Medium,Simulated System Logs
NDA/CHR/HHP/24003,Omeprazole Capsules,India,Acme Pharma Ltd,Eastern,Hospital,2084.0,2022-08-08,361,7585,59,21,0.571,1,Dry,0.388,0.31,0.197,Poor,18.5,40.7,0,0.422,Excellent,0,4.58,50.0,49.37,5,0.922,Low,Field Survey
NDA/ABX/HHP/24004,Ibuprofen Tablets,India,Crown Pharmaceuticals,Western,Health Centre IV,1236.0,2022-12-03,124,6823,70,14,0.809,0,Dry,0.685,0.548,0.587,Moderate,23.7,57.7,1,0.253,Excellent,0,4.76,27.78,27.8,1,0.329,Low,Scopus Research
NDA/ARV/HHP/24005,Artemether-Lumefantrine,Kenya,Royal Pharma 2011 Ltd,Eastern,Warehouse,8751.0,2023-04-11,2069,1366,12,14,0.658,0,Rainy,0.441,0.383,0.428,Poor,25.4,51.9,1,0.438,Fair,0,9.07,35.78,4889.37,3,0.517,Medium,Simulated System Logs
NDA/ARV/HHP/24006,Ceftriaxone Injection,India,Acme Pharma Ltd,Central,Hospital,6565.0,2022-03-06,1615,7517,78,15,0.637,0,Rainy,0.828,0.891,0.813,High,22.5,60.2,1,0.508,Excellent,0,7.51,14.78,534.98,2,0.381,Medium,Field Survey
NDA/ABX/HHP/24007,Amlodipine Tablets,China,HealthLink Ltd,Central,Health Centre IV,1565.0,2024-05-08,270,1942,15,13,0.664,0,Rainy,0.841,0.626,0.875,High,23.1,46.9,0,0.47,Excellent,1,8.56,14.5,35.79,2,0.303,Medium,Simulated System Logs
NDA/MAL/HHP/24008,Tenofovir-Lamivudine-Dolutegravir,India,Crown Pharmaceuticals,Western,Pharmacy,2138.0,2025-09-26,337,7864,16,14,0.765,0,Rainy,0.456,0.564,0.837,High,23.2,64.5,0,0.07,Excellent,1,4.62,5.46,1298.38,2,0.245,Low,Field Survey
NDA/ABX/HHP/24009,Ibuprofen Tablets,China,Pharma Mart Ltd,Central,Pharmacy,1807.0,2024-03-08,243,4754,26,15,0.949,0,Rainy,0.714,0.843,0.589,Moderate,25.8,31.5,0,0.646,Fair,0,5.7,17.34,32.86,2,0.279,Medium,Scopus Research
NDA/ABX/HHP/24010,Paracetamol Tablets,India,Pharma Mart Ltd,Central,Pharmacy,2213.0,2025-01-06,230,3564,25,14,0.916,0,Dry,0.661,0.713,0.747,Moderate,20.7,51.3,1,0.515,Excellent,1,6.69,17.57,11.96,0,0.293,Medium,Simulated System Logs
NDA/CHR/HHP/24011,Amoxicillin Capsules,China,Crown Pharmaceuticals,Western,Clinic,209.0,2023-10-19,36,5012,11,17,0.926,1,Rainy,0.575,0.703,0.8,High,16.7,34.9,1,0.341,Excellent,1,5.55,10.46,22.21,0,0.326,Medium,Simulated System Logs
NDA/ARV/HHP/24012,Paracetamol Tablets,Malaysia,Crown Pharmaceuticals,Northern,Health Centre IV,3979.0,2023-03-09,1042,3233,48,14,0.777,0,Rainy,0.308,0.507,0.879,High,26.2,82.0,1,0.422,Poor,0,7.57,9.05,72.85,3,0.241,Medium,Simulated System Logs
NDA/MAL/HHP/24013,Artemether-Lumefantrine,China,Crown Pharmaceuticals,Western,Health Centre IV,3389.0,2024-05-20,470,2791,75,12,0.778,0,Rainy,0.7,0.58,0.885,High,22.2,69.5,1,0.394,Excellent,0,2.21,8.72,1355.45,2,0.269,Low,Scopus Research
NDA/MAL/HHP/24014,Ibuprofen Tablets,Kenya,HealthLink Ltd,Eastern,Pharmacy,2131.0,2022-07-25,301,5106,34,20,0.946,0,Dry,0.46,0.763,0.521,Moderate,20.8,43.8,1,0.585,Excellent,0,3.76,25.87,24.72,0,0.316,Low,Simulated System Logs
NDA/ANL/HHP/24015,Tenofovir-Lamivudine-Dolutegravir,India,Ngoma Distributors,Western,Hospital,4738.0,2024-08-04,682,4045,77,24,0.584,0,Dry,0.66,0.842,0.931,High,25.5,53.9,0,0.381,Fair,1,5.12,10.34,768.43,7,0.382,Medium,Simulated System Logs
NDA/CHR/HHP/24016,Metformin Tablets,China,Crown Pharmaceuticals,Central,Clinic,915.0,2023-09-21,187,6104,34,12,0.841,0,Rainy,0.696,0.747,0.748,Moderate,26.3,30.0,1,0.376,Fair,0,3.68,20.82,96.77,1,0.259,Low,Simulated System Logs
NDA/CHR/HHP/24017,Paracetamol Tablets,Kenya,Crown Pharmaceuticals,Central,Warehouse,9935.0,2025-03-20,2882,179,9,18,0.571,0,Rainy,0.819,0.768,0.753,Moderate,25.8,79.7,1,0.479,Poor,0,5.05,13.75,151.02,3,0.392,Medium,Scopus Research
NDA/ABX/HHP/24018,Amlodipine Tablets,Spain,Abacus Pharma (Africa),Eastern,Health Centre IV,4333.0,2022-01-09,559,6956,7,18,0.759,0,Dry,0.335,0.574,0.56,,17.5,70.0,1,0.48,Excellent,0,1.19,11.31,168.82,2,0.358,Low,Simulated System Logs
NDA/CHR/HHP/24019,Doxycycline Capsules,India,Acme Pharma Ltd,Eastern,Warehouse,9952.0,2025-10-03,1620,1351,48,29,0.798,0,Rainy,0.358,0.494,0.586,Moderate,27.1,65.3,1,0.361,Fair,0,7.45,21.34,438.92,3,0.431,Medium,Scopus Research
NDA/ANL/HHP/24020,Tenofovir-Lamivudine-Dolutegravir,Kenya,MedPlus Uganda,Central,Clinic,737.0,2024-03-04,198,6084,49,22,0.626,0,Rainy,0.79,0.783,0.862,High,23.3,51.9,1,0.523,Excellent,1,6.08,8.44,448.46,3,0.334,Medium,Scopus Research
NDA/CHR/HHP/24021,Metformin Tablets,India,MedPlus Uganda,Central,Hospital,2423.0,2025-11-16,630,7537,14,14,0.513,0,Rainy,0.727,0.671,0.746,Moderate,19.8,39.6,0,0.486,Excellent,0,6.98,18.15,119.1,4,0.423,Medium,Simulated System Logs
NDA/MAL/HHP/24022,Paracetamol Tablets,India,Acme Pharma Ltd,Central,Clinic,,2024-03-20,285,1549,33,20,0.572,0,Rainy,0.615,0.869,0.547,Moderate,22.5,65.1,0,0.502,Excellent,1,6.11,18.7,23.44,5,0.499,Medium,Field Survey
NDA/CHR/HHP/24023,Ibuprofen Tablets,Kenya,Acme Pharma Ltd,Northern,Warehouse,8463.0,2025-09-02,1738,1542,27,22,0.865,0,Rainy,0.294,0.577,0.689,Moderate,22.3,84.5,1,0.251,Fair,0,3.29,10.08,73.85,1,0.355,Low,Field Survey
NDA/ARV/HHP/24024,Paracetamol Tablets,China,HealthLink Ltd,Central,Hospital,4822.0,2023-11-17,849,4961,18,20,0.735,0,Rainy,0.722,0.8,0.657,Moderate,25.8,62.8,1,0.675,Fair,0,4.53,18.21,79.78,3,0.379,Low,Field Survey
NDA/ARV/HHP/24025,Artemether-Lumefantrine,Spain,Royal Pharma 2011 Ltd,Northern,Health Centre IV,4216.0,2025-09-01,1056,5819,24,14,0.805,0,Rainy,0.455,0.315,0.833,High,22.2,56.5,0,0.738,Excellent,0,9.62,4.06,1419.57,1,0.301,Medium,Field Survey
NDA/CHR/HHP/24026,Amlodipine Tablets,China,Pharma Mart Ltd,Central,Pharmacy,1663.0,2022-07-10,275,6626,29,14,0.655,0,Dry,0.823,0.732,0.569,Moderate,25.6,73.6,1,0.025,Poor,0,2.63,25.59,133.99,2,0.336,Low,Simulated System Logs
NDA/ARV/HHP/24027,Artemether-Lumefantrine,Malaysia,Crown Pharmaceuticals,Eastern,Clinic,343.0,2025-01-11,74,4792,65,12,0.987,0,Dry,0.504,0.469,0.736,Moderate,17.6,57.1,1,0.922,Excellent,0,8.58,10.46,362.92,0,0.265,Medium,Simulated System Logs
NDA/ABX/HHP/24028,Amoxicillin Capsules,China,Ngoma Distributors,Central,Health Centre IV,2868.0,2024-08-02,852,3098,12,17,0.861,0,Dry,0.54,0.737,1.0,High,26.7,61.1,1,0.654,Fair,1,2.36,0.33,36.83,3,0.223,Low,Field Survey
NDA/MAL/HHP/24029,Azithromycin Tablets,Malaysia,MedPlus Uganda,Eastern,Pharmacy,674.0,2025-07-06,138,7636,69,23,0.596,0,Dry,0.636,0.488,0.49,Poor,22.4,36.0,1,0.222,Excellent,1,1.65,39.86,11.65,3,0.55,Low,Field Survey
NDA/ANL/HHP/24030,Amoxicillin Capsules,Spain,Ngoma Distributors,Central,Hospital,5806.0,2025-12-30,1666,6785,22,17,0.825,1,Dry,0.669,0.625,0.744,Moderate,25.4,53.0,1,0.098,Fair,0,3.93,20.42,317.71,4,0.414,Low,Field Survey
